ID,Age,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,AmtLiq,AmtVege,AmtNonVeg,AmtPes,AmtChocolates,AmtComm, TotalSpent ,AmtLiq Pct.,AmtVege Pct.,AmtNonVeg Pct.,AmtPes Pct.,AmtChocolates Pct.,AmtComm Pct.,NumDeals,NumWebBuy,NumWalkinPur,TotalPur,NumVisits,Response,Complain,Country,Count_success
1604,63,1961,Master,Married,"47,353.00",0,1,13/11/2013,93,184,2,19,8,8,4, 225.00 ,82%,1%,8%,4%,4%,2%,3,2,6,8,5,0,0,SP,0
1650,63,1961,Master,Married,"81,843.00",0,0,22/04/2013,13,779,86,537,34,69,138," 1,643.00 ",47%,5%,33%,2%,4%,8%,1,5,12,17,3,0,0,SP,0
5125,63,1961,Graduation,Married,"79,530.00",0,0,17/05/2013,64,333,0,815,129,42,29," 1,348.00 ",25%,0%,60%,10%,3%,2%,1,4,11,15,2,0,0,SP,0
10691,63,1961,Master,Married,"28,520.00",1,1,14/06/2013,55,11,0,10,0,2,20, 43.00 ,26%,0%,23%,0%,5%,47%,1,1,2,3,6,0,0,SP,0
5332,63,1961,2n Cycle,Married,"82,504.00",0,0,27/07/2013,2,362,50,431,134,35,54," 1,066.00 ",34%,5%,40%,13%,3%,5%,1,3,7,10,1,0,0,IND,0
10862,63,1961,Master,Married,"30,522.00",0,1,17/08/2012,6,179,8,83,19,11,26, 326.00 ,55%,2%,25%,6%,3%,8%,5,1,9,10,2,0,0,SP,0
7230,63,1961,PhD,Divorced,"50,611.00",0,1,04/10/2012,98,459,0,24,6,0,4, 493.00 ,93%,0%,5%,1%,0%,1%,6,4,7,11,6,1,0,US,1
5675,63,1961,PhD,Divorced,"50,611.00",0,1,04/10/2012,98,459,0,24,6,0,4, 493.00 ,93%,0%,5%,1%,0%,1%,6,4,7,11,6,0,0,US,1
10151,63,1961,Graduation,Divorced,"62,204.00",0,2,12/09/2012,38,317,46,247,151,46,139, 946.00 ,34%,5%,26%,16%,5%,15%,1,4,12,16,3,0,0,SP,0
10141,63,1961,Master,Divorced,"39,228.00",0,0,10/05/2013,1,7,1,6,0,3,3, 20.00 ,35%,5%,30%,0%,15%,15%,1,0,3,3,4,0,0,SA,0
2315,63,1961,Graduation,Divorced,"58,401.00",0,1,20/04/2014,55,10,0,11,17,29,29, 96.00 ,10%,0%,11%,18%,30%,30%,1,1,2,3,4,0,0,SP,0
3619,63,1961,2n Cycle,Divorced,"87,305.00",0,0,23/09/2012,19,345,25,501,63,138,80," 1,152.00 ",30%,2%,43%,5%,12%,7%,1,5,8,13,2,1,0,AUS,1
7342,62,1962,2n Cycle,Widow,"59,184.00",0,1,09/09/2012,6,341,142,113,259,151,66," 1,072.00 ",32%,13%,11%,24%,14%,6%,3,6,12,18,5,0,0,SP,0
1729,62,1962,PhD,Together,"66,426.00",0,1,02/10/2013,14,1043,24,97,32,24,157," 1,377.00 ",76%,2%,7%,2%,2%,11%,2,3,10,13,6,0,0,SP,0
6421,62,1962,Graduation,Together,"88,347.00",0,0,03/07/2013,32,1050,178,555,77,138,118," 2,116.00 ",50%,8%,26%,4%,7%,6%,1,4,9,13,1,0,0,SP,1
3852,62,1962,Master,Together,"74,881.00",1,1,08/03/2013,48,505,72,270,36,27,54, 964.00 ,52%,7%,28%,4%,3%,6%,4,9,12,21,5,0,0,IND,0
1000,62,1962,Master,Together,"74,881.00",1,1,08/03/2013,48,505,72,270,36,27,54, 964.00 ,52%,7%,28%,4%,3%,6%,4,9,12,21,5,0,0,SP,0
9595,62,1962,Graduation,Together,"64,260.00",0,0,11/01/2013,1,539,169,816,20,0,30," 1,574.00 ",34%,11%,52%,1%,0%,2%,1,4,4,8,3,1,0,SP,0
309,62,1962,PhD,Together,"63,342.00",0,1,16/10/2012,48,918,21,118,13,10,21," 1,101.00 ",83%,2%,11%,1%,1%,2%,3,8,5,13,6,0,0,SA,1
3571,62,1962,PhD,Together,"63,342.00",0,1,16/10/2012,48,918,21,118,13,10,21," 1,101.00 ",83%,2%,11%,1%,1%,2%,3,8,5,13,6,1,0,SP,1
10623,62,1962,Master,Together,"48,330.00",0,1,15/11/2013,2,28,0,4,0,0,0, 32.00 ,88%,0%,13%,0%,0%,0%,1,1,3,4,5,0,0,SP,0
8566,62,1962,PhD,Together,"32,583.00",1,1,15/06/2014,10,5,0,3,0,0,1, 9.00 ,56%,0%,33%,0%,0%,11%,1,1,2,3,7,0,0,SP,0
10888,62,1962,Graduation,Single,"45,938.00",0,0,03/11/2013,46,273,11,178,62,83,29, 636.00 ,43%,2%,28%,10%,13%,5%,2,8,6,14,6,0,0,US,0
4442,62,1962,Graduation,Single,"46,524.00",0,1,05/04/2013,70,31,19,35,26,14,52, 177.00 ,18%,11%,20%,15%,8%,29%,2,1,5,6,3,0,0,CA,0
3725,62,1962,PhD,Single,"84,865.00",0,0,09/05/2013,1,1248,16,349,43,16,16," 1,688.00 ",74%,1%,21%,3%,1%,1%,1,2,9,11,4,1,0,SP,4
10150,62,1962,Graduation,Single,"86,429.00",0,0,21/11/2013,10,464,28,873,29,18,37," 1,449.00 ",32%,2%,60%,2%,1%,3%,0,7,7,14,2,1,0,SA,1
10277,62,1962,Graduation,Single,"30,081.00",0,1,21/02/2013,27,36,0,2,0,0,4, 42.00 ,86%,0%,5%,0%,0%,10%,1,1,3,4,7,0,0,SP,0
1,62,1962,Graduation,Single,"57,091.00",0,0,15/06/2014,0,464,5,64,7,0,37, 577.00 ,80%,1%,11%,1%,0%,6%,1,7,7,14,5,1,0,CA,1
8395,62,1962,Graduation,Single,"82,014.00",0,0,20/08/2012,48,980,37,265,35,163,31," 1,511.00 ",65%,2%,18%,2%,11%,2%,1,3,12,15,6,1,0,SA,0
3104,62,1962,Graduation,Single,"82,332.00",0,0,17/09/2012,89,830,59,968,51,79,19," 2,006.00 ",41%,3%,48%,3%,4%,1%,1,5,12,17,2,1,0,GER,1
4415,62,1962,Graduation,Married,"16,860.00",1,1,12/09/2012,19,10,4,4,3,3,14, 38.00 ,26%,11%,11%,8%,8%,37%,3,1,3,4,7,0,0,SP,0
11166,62,1962,Graduation,Married,"49,678.00",0,1,02/02/2013,81,229,5,56,3,2,20, 315.00 ,73%,2%,18%,1%,1%,6%,2,6,4,10,7,0,0,SP,0
11025,62,1962,Graduation,Married,"36,443.00",1,1,03/02/2013,9,65,0,46,4,3,20, 138.00 ,47%,0%,33%,3%,2%,14%,4,3,3,6,8,0,0,SP,0
2782,62,1962,PhD,Married,"54,456.00",0,1,11/07/2013,23,352,0,27,10,0,15, 404.00 ,87%,0%,7%,2%,0%,4%,3,6,7,13,6,0,0,SP,0
11092,62,1962,Graduation,Married,"27,116.00",1,1,02/03/2014,78,12,1,21,2,2,3, 41.00 ,29%,2%,51%,5%,5%,7%,2,2,3,5,7,0,0,SA,0
9559,62,1962,PhD,Married,"57,072.00",0,1,24/01/2014,79,944,0,60,0,0,30," 1,034.00 ",91%,0%,6%,0%,0%,3%,2,7,13,20,5,0,0,CA,1
9274,62,1962,Master,Married,"80,950.00",0,0,28/03/2013,44,525,147,112,219,147,63," 1,213.00 ",43%,12%,9%,18%,12%,5%,1,6,9,15,2,0,0,SA,1
7959,62,1962,Graduation,Married,"79,410.00",0,0,29/05/2014,19,658,80,483,123,13,13," 1,370.00 ",48%,6%,35%,9%,1%,1%,1,3,5,8,1,0,0,SP,0
2563,62,1962,Basic,Married,"28,249.00",0,0,15/06/2014,80,1,9,7,2,14,10, 43.00 ,2%,21%,16%,5%,33%,23%,1,2,3,5,6,0,0,IND,0
8312,62,1962,Basic,Married,"28,249.00",0,0,15/06/2014,80,1,9,7,2,14,10, 43.00 ,2%,21%,16%,5%,33%,23%,1,2,3,5,6,0,0,SP,0
9239,62,1962,Master,Married,"61,923.00",0,2,26/07/2013,94,92,4,18,3,3,6, 126.00 ,73%,3%,14%,2%,2%,5%,1,2,4,6,3,0,0,US,0
4094,62,1962,Graduation,Married,"60,544.00",1,1,25/08/2012,92,201,2,43,3,5,35, 289.00 ,70%,1%,15%,1%,2%,12%,4,5,5,10,6,0,0,AUS,0
8588,62,1962,Graduation,Married,"60,544.00",1,1,25/08/2012,92,201,2,43,3,5,35, 289.00 ,70%,1%,15%,1%,2%,12%,4,5,5,10,6,0,0,GER,0
5057,62,1962,Master,Married,"61,794.00",0,1,14/09/2013,74,264,47,188,54,47,11, 611.00 ,43%,8%,31%,9%,8%,2%,2,4,10,14,2,0,0,SP,0
9750,62,1962,PhD,Divorced,"64,325.00",0,1,07/02/2013,41,731,60,353,78,12,73," 1,307.00 ",56%,5%,27%,6%,1%,6%,5,10,5,15,7,0,0,SP,0
1829,62,1962,PhD,Divorced,"54,959.00",0,1,19/01/2013,55,1148,0,60,0,0,24," 1,232.00 ",93%,0%,5%,0%,0%,2%,3,9,4,13,7,1,0,SP,1
6642,62,1962,Graduation,Divorced,"27,215.00",2,1,23/01/2013,50,30,5,22,8,9,28, 102.00 ,29%,5%,22%,8%,9%,27%,4,2,4,6,6,0,0,SA,0
3009,61,1963,PhD,Widow,"71,670.00",0,0,09/07/2013,8,1462,16,128,0,0,160," 1,766.00 ",83%,1%,7%,0%,0%,9%,1,5,6,11,6,1,0,SP,3
4686,61,1963,PhD,Widow,"82,571.00",0,0,02/04/2014,28,861,31,558,62,95,79," 1,686.00 ",51%,2%,33%,4%,6%,5%,0,6,13,19,2,0,0,SP,1
4088,61,1963,PhD,Together,"31,497.00",0,1,06/12/2012,22,108,1,28,13,1,4, 155.00 ,70%,1%,18%,8%,1%,3%,2,3,4,7,8,0,0,SP,0
4971,61,1963,PhD,Together,"31,497.00",0,1,06/12/2012,22,108,1,28,13,1,4, 155.00 ,70%,1%,18%,8%,1%,3%,2,3,4,7,8,0,0,SA,0
8825,61,1963,Graduation,Together,"51,195.00",1,1,01/04/2013,46,230,14,156,82,24,58, 564.00 ,41%,2%,28%,15%,4%,10%,8,9,5,14,8,0,0,SA,0
2415,61,1963,Graduation,Together,"62,568.00",0,1,07/04/2014,99,362,17,398,80,35,61, 953.00 ,38%,2%,42%,8%,4%,6%,3,5,5,10,4,0,0,SP,1
3523,61,1963,Graduation,Together,"75,072.00",0,1,23/01/2013,83,583,34,309,0,22,125," 1,073.00 ",54%,3%,29%,0%,2%,12%,2,5,8,13,3,0,0,SP,0
955,61,1963,Master,Together,"47,175.00",1,1,28/10/2012,81,167,2,44,6,2,19, 240.00 ,70%,1%,18%,3%,1%,8%,7,4,4,8,8,1,0,SA,1
5955,61,1963,Graduation,Together,"72,025.00",0,0,17/11/2012,27,833,33,549,151,133,233," 1,932.00 ",43%,2%,28%,8%,7%,12%,1,4,8,12,3,0,0,SP,0
4998,61,1963,Graduation,Together,"76,081.00",0,0,23/05/2014,85,292,30,415,63,33,200," 1,033.00 ",28%,3%,40%,6%,3%,19%,1,4,4,8,2,0,0,SP,1
7321,61,1963,Graduation,Together,"76,081.00",0,0,23/05/2014,85,292,30,415,63,33,200," 1,033.00 ",28%,3%,40%,6%,3%,19%,1,4,4,8,2,0,0,IND,1
9386,61,1963,Graduation,Together,"50,127.00",0,1,29/05/2014,88,274,0,21,4,6,15, 320.00 ,86%,0%,7%,1%,2%,5%,1,5,6,11,6,0,0,SP,1
4128,61,1963,PhD,Together,"56,067.00",0,1,20/07/2013,51,517,12,54,16,6,120, 725.00 ,71%,2%,7%,2%,1%,17%,2,7,7,14,5,0,0,SA,0
7960,61,1963,2n Cycle,Together,"82,122.00",0,0,15/08/2013,89,734,22,350,151,25,100," 1,382.00 ",53%,2%,25%,11%,2%,7%,1,3,13,16,1,0,0,SP,1
9120,61,1963,Graduation,Single,"66,565.00",0,1,05/12/2012,80,747,10,161,65,40,42," 1,065.00 ",70%,1%,15%,6%,4%,4%,4,4,9,13,8,0,0,SP,0
4201,61,1963,Graduation,Single,"57,967.00",0,1,03/03/2013,39,229,7,137,4,0,91, 468.00 ,49%,1%,29%,1%,0%,19%,5,4,8,12,5,0,0,IND,0
10379,61,1963,Master,Single,"59,247.00",0,2,08/11/2013,87,327,9,122,19,14,83, 574.00 ,57%,2%,21%,3%,2%,14%,5,5,9,14,6,0,0,SP,0
6262,61,1963,Master,Single,"72,217.00",0,0,10/04/2013,93,816,42,450,55,56,154," 1,573.00 ",52%,3%,29%,3%,4%,10%,1,3,8,11,2,0,0,GER,0
2286,61,1963,Graduation,Single,"50,785.00",1,1,10/09/2013,27,64,1,21,0,1,27, 114.00 ,56%,1%,18%,0%,1%,24%,2,2,3,5,6,0,0,CA,0
3635,61,1963,PhD,Single,"52,597.00",0,1,07/05/2014,69,492,0,37,7,0,42, 578.00 ,85%,0%,6%,1%,0%,7%,3,6,8,14,5,0,0,SA,0
199,61,1963,Master,Single,"45,183.00",0,0,20/01/2013,33,219,3,60,12,9,12, 315.00 ,70%,1%,19%,4%,3%,4%,1,4,7,11,7,0,0,CA,1
3834,61,1963,Graduation,Single,"69,627.00",0,1,17/03/2013,35,231,161,215,171,30,53, 861.00 ,27%,19%,25%,20%,3%,6%,2,8,11,19,5,0,0,US,0
6197,61,1963,PhD,Single,"27,238.00",1,1,20/04/2013,39,37,0,17,0,0,3, 57.00 ,65%,0%,30%,0%,0%,5%,3,3,3,6,9,0,0,SP,0
4138,61,1963,Graduation,Single,"76,624.00",0,1,24/05/2014,68,411,106,147,54,115,66, 899.00 ,46%,12%,16%,6%,13%,7%,1,5,7,12,1,0,0,SP,1
8414,61,1963,PhD,Single,"33,419.00",0,1,17/08/2013,76,56,0,12,0,0,18, 86.00 ,65%,0%,14%,0%,0%,21%,2,2,4,6,7,0,0,SP,0
944,61,1963,Graduation,Married,"56,181.00",0,1,08/01/2013,6,121,103,69,8,44,48, 393.00 ,31%,26%,18%,2%,11%,12%,1,4,7,11,4,0,0,SP,0
4470,61,1963,Master,Married,"58,646.00",0,1,10/06/2013,3,62,1,44,6,5,22, 140.00 ,44%,1%,31%,4%,4%,16%,1,2,4,6,4,0,0,SP,0
6183,61,1963,Master,Married,"58,646.00",0,1,10/06/2013,3,62,1,44,6,5,22, 140.00 ,44%,1%,31%,4%,4%,16%,1,2,4,6,4,0,0,GER,0
10609,61,1963,PhD,Married,"42,769.00",0,1,12/10/2013,15,71,0,13,3,1,0, 88.00 ,81%,0%,15%,3%,1%,0%,2,1,4,5,4,0,0,CA,0
10286,61,1963,Graduation,Married,"83,715.00",0,0,03/02/2014,2,318,8,407,150,35,8, 926.00 ,34%,1%,44%,16%,4%,1%,1,2,13,15,0,0,0,SA,0
1490,61,1963,Graduation,Married,"55,759.00",0,1,28/11/2012,84,675,0,85,10,7,77, 854.00 ,79%,0%,10%,1%,1%,9%,5,10,8,18,8,0,0,CA,0
9212,61,1963,Master,Married,"72,828.00",0,1,14/02/2013,17,1205,0,235,19,14,205," 1,678.00 ",72%,0%,14%,1%,1%,12%,6,6,13,19,7,0,0,SP,0
7129,61,1963,PhD,Married,"54,693.00",0,1,17/02/2013,72,686,17,142,23,26,35, 929.00 ,74%,2%,15%,2%,3%,4%,8,6,13,19,6,0,0,SP,0
8690,61,1963,Graduation,Married,"86,111.00",0,0,19/04/2013,73,399,28,756,36,40,126," 1,385.00 ",29%,2%,55%,3%,3%,9%,1,5,10,15,2,0,0,CA,0
4437,61,1963,Graduation,Married,"65,316.00",1,1,24/04/2013,65,112,6,92,3,9,38, 260.00 ,43%,2%,35%,1%,3%,15%,2,3,5,8,4,0,0,SP,0
1945,61,1963,Graduation,Married,"71,434.00",0,1,18/09/2013,4,711,36,217,172,96,168," 1,400.00 ",51%,3%,16%,12%,7%,12%,3,7,7,14,4,0,0,SP,2
7079,61,1963,Graduation,Divorced,"63,887.00",0,1,08/09/2012,38,897,23,207,15,11,92," 1,245.00 ",72%,2%,17%,1%,1%,7%,5,9,12,21,6,0,0,SA,0
8015,61,1963,PhD,Divorced,"85,696.00",0,0,03/05/2013,88,714,76,395,116,0,12," 1,313.00 ",54%,6%,30%,9%,0%,1%,1,4,9,13,1,1,0,SP,0
1745,61,1963,PhD,Divorced,"85,696.00",0,0,03/05/2013,88,714,76,395,116,0,12," 1,313.00 ",54%,6%,30%,9%,0%,1%,1,4,9,13,1,1,0,SP,0
5341,61,1963,2n Cycle,Divorced,"81,975.00",0,1,05/01/2013,2,983,76,184,180,138,27," 1,588.00 ",62%,5%,12%,11%,9%,2%,1,6,4,10,7,0,0,SA,1
6768,61,1963,Graduation,Divorced,"37,859.00",1,2,12/01/2013,75,22,1,8,2,1,2, 36.00 ,61%,3%,22%,6%,3%,6%,2,1,3,4,8,0,0,CA,0
8461,61,1963,Graduation,Divorced,"46,102.00",2,1,10/03/2014,3,14,0,1,0,0,1, 16.00 ,88%,0%,6%,0%,0%,6%,1,1,2,3,7,0,0,SP,0
5995,61,1963,Graduation,Divorced,"39,552.00",1,1,18/12/2012,54,165,3,147,4,24,41, 384.00 ,43%,1%,38%,1%,6%,11%,7,6,5,11,8,1,0,SP,0
3136,61,1963,Master,Divorced,"59,432.00",0,1,13/04/2013,88,317,25,265,25,19,12, 663.00 ,48%,4%,40%,4%,3%,2%,3,5,11,16,5,0,0,SP,0
10352,60,1964,Graduation,Widow,"34,213.00",1,1,07/09/2012,2,50,4,28,6,3,26, 117.00 ,43%,3%,24%,5%,3%,22%,3,3,2,5,9,1,0,SA,0
9760,60,1964,PhD,Widow,"52,278.00",0,1,25/01/2013,24,953,0,71,0,0,174," 1,198.00 ",80%,0%,6%,0%,0%,15%,6,10,10,20,8,1,0,SA,0
7101,60,1964,PhD,Widow,"52,278.00",0,1,25/01/2013,24,953,0,71,0,0,174," 1,198.00 ",80%,0%,6%,0%,0%,15%,6,10,10,20,8,0,0,SP,0
3850,60,1964,Basic,Together,"14,918.00",0,1,07/12/2012,52,3,3,3,15,4,15, 43.00 ,7%,7%,7%,35%,9%,35%,1,1,3,4,6,0,0,IND,0
55,60,1964,Graduation,Together,"56,253.00",0,1,07/12/2012,83,509,0,65,7,11,5, 597.00 ,85%,0%,11%,1%,2%,1%,4,7,9,16,6,0,0,SP,0
8876,60,1964,PhD,Together,"33,629.00",1,1,08/08/2012,49,132,0,16,0,0,4, 152.00 ,87%,0%,11%,0%,0%,3%,5,3,4,7,9,0,0,SP,0
3033,60,1964,Master,Together,"38,620.00",0,0,11/05/2013,56,112,17,44,34,22,89, 318.00 ,35%,5%,14%,11%,7%,28%,1,2,3,5,3,0,0,AUS,0
4119,60,1964,Master,Together,"38,620.00",0,0,11/05/2013,56,112,17,44,34,22,89, 318.00 ,35%,5%,14%,11%,7%,28%,1,2,3,5,3,0,0,GER,0
7019,60,1964,Graduation,Together,"54,414.00",1,1,23/01/2013,49,109,18,16,24,26,18, 211.00 ,52%,9%,8%,11%,12%,9%,4,3,5,8,4,0,0,SA,0
3595,60,1964,Graduation,Together,"77,226.00",0,1,28/02/2014,29,631,43,239,128,76,21," 1,138.00 ",55%,4%,21%,11%,7%,2%,2,6,12,18,3,0,0,SP,0
3267,60,1964,Master,Together,"57,288.00",0,1,25/06/2014,27,527,0,21,0,0,60, 608.00 ,87%,0%,3%,0%,0%,10%,3,8,8,16,6,0,0,CA,1
2304,60,1964,PhD,Together,"66,313.00",0,1,16/09/2013,86,625,7,99,10,22,7, 770.00 ,81%,1%,13%,1%,3%,1%,2,6,12,18,4,0,0,SA,0
5636,60,1964,Graduation,Single,"30,983.00",0,0,09/11/2012,50,51,4,50,12,1,49, 167.00 ,31%,2%,30%,7%,1%,29%,1,4,3,7,8,1,0,IND,0
6119,60,1964,PhD,Single,"36,736.00",1,1,10/05/2013,52,10,0,3,0,0,4, 17.00 ,59%,0%,18%,0%,0%,24%,1,1,2,3,6,0,0,SP,0
2811,60,1964,PhD,Single,"48,918.00",1,1,12/04/2014,21,52,0,9,0,0,1, 62.00 ,84%,0%,15%,0%,0%,2%,2,1,4,5,4,0,0,SP,0
9150,60,1964,PhD,Single,"48,918.00",1,1,12/04/2014,21,52,0,9,0,0,1, 62.00 ,84%,0%,15%,0%,0%,2%,2,1,4,5,4,0,0,SP,0
9739,60,1964,Graduation,Single,"34,377.00",0,1,19/01/2013,55,62,0,22,3,1,26, 114.00 ,54%,0%,19%,3%,1%,23%,2,2,2,4,7,0,0,SP,0
7488,60,1964,Master,Single,"64,191.00",0,1,22/01/2013,30,420,15,186,151,38,15, 825.00 ,51%,2%,23%,18%,5%,2%,3,5,13,18,3,0,0,SP,0
2895,60,1964,Graduation,Single,"49,980.00",0,1,23/10/2013,79,104,1,54,13,9,14, 195.00 ,53%,1%,28%,7%,5%,7%,2,3,5,8,5,0,0,IND,0
269,60,1964,PhD,Single,"46,757.00",0,1,16/11/2012,71,777,30,163,0,51,122," 1,143.00 ",68%,3%,14%,0%,4%,11%,6,4,7,11,9,0,0,SP,0
1065,60,1964,Graduation,Single,"80,695.00",0,0,29/12/2013,85,557,129,984,193,37,18," 1,918.00 ",29%,7%,51%,10%,2%,1%,1,5,5,10,2,0,0,US,0
4279,60,1964,2n Cycle,Single,"39,548.00",1,1,31/03/2014,87,15,4,10,3,4,18, 54.00 ,28%,7%,19%,6%,7%,33%,2,1,3,4,3,0,0,SP,0
213,60,1964,PhD,Single,"23,091.00",1,1,28/05/2014,98,35,0,11,0,0,2, 48.00 ,73%,0%,23%,0%,0%,4%,4,2,3,5,7,0,0,SP,0
5117,60,1964,2n Cycle,Married,"32,632.00",0,0,02/08/2012,32,63,151,137,153,19,53, 576.00 ,11%,26%,24%,27%,3%,9%,2,4,8,12,5,0,0,SP,0
9973,60,1964,Graduation,Married,"50,437.00",0,2,17/10/2012,28,370,9,92,6,9,4, 490.00 ,76%,2%,19%,1%,2%,1%,3,7,8,15,7,0,0,SP,0
4673,60,1964,PhD,Married,"81,300.00",0,1,30/10/2012,17,1004,12,145,32,12,36," 1,241.00 ",81%,1%,12%,3%,1%,3%,3,10,5,15,5,1,0,SP,1
5796,60,1964,Graduation,Married,"77,437.00",0,0,26/11/2013,70,560,21,442,29,44,29," 1,125.00 ",50%,2%,39%,3%,4%,3%,1,4,13,17,1,0,0,SP,1
9460,60,1964,Graduation,Married,"22,419.00",0,0,18/04/2013,74,30,3,47,19,21,42, 162.00 ,19%,2%,29%,12%,13%,26%,1,3,2,5,8,0,0,SP,0
3855,60,1964,Graduation,Married,"22,419.00",0,0,18/04/2013,74,30,3,47,19,21,42, 162.00 ,19%,2%,29%,12%,13%,26%,1,3,2,5,8,0,0,CA,0
9931,60,1964,PhD,Married,"4,023.00",1,1,23/06/2014,29,5,0,1,1,1,1, 9.00 ,56%,0%,11%,11%,11%,11%,15,0,0,0,19,0,0,SP,0
1448,60,1964,Master,Married,"33,562.00",1,2,25/06/2014,33,21,12,12,0,3,3, 51.00 ,41%,24%,24%,0%,6%,6%,3,2,4,6,4,0,0,IND,0
1225,60,1964,Graduation,Married,"80,124.00",0,0,26/06/2014,47,483,84,398,205,84,241," 1,495.00 ",32%,6%,27%,14%,6%,16%,1,3,8,11,1,0,0,SA,1
7059,60,1964,Graduation,Married,"80,124.00",0,0,26/06/2014,47,483,84,398,205,84,241," 1,495.00 ",32%,6%,27%,14%,6%,16%,1,3,8,11,1,0,0,SP,1
5062,60,1964,PhD,Married,"54,072.00",1,1,27/07/2013,71,35,0,4,0,0,0, 39.00 ,90%,0%,10%,0%,0%,0%,1,2,2,4,8,0,0,SA,0
5207,60,1964,PhD,Married,"53,378.00",1,1,24/09/2012,41,489,6,152,8,6,132, 793.00 ,62%,1%,19%,1%,1%,17%,10,9,6,15,8,1,0,SP,0
10232,60,1964,PhD,Divorced,"48,799.00",0,1,05/11/2013,9,174,18,81,28,6,24, 331.00 ,53%,5%,24%,8%,2%,7%,3,3,7,10,3,0,0,SP,0
10967,60,1964,Graduation,Divorced,"33,378.00",1,1,06/02/2013,38,33,6,40,3,7,10, 99.00 ,33%,6%,40%,3%,7%,10%,3,2,4,6,7,0,0,SA,0
2891,60,1964,Graduation,Divorced,"68,118.00",0,1,18/10/2013,51,595,23,123,10,23,154, 928.00 ,64%,2%,13%,1%,2%,17%,2,8,4,12,6,0,0,US,0
5011,60,1964,Graduation,Divorced,"68,118.00",0,1,18/10/2013,51,595,23,123,10,23,154, 928.00 ,64%,2%,13%,1%,2%,17%,2,8,4,12,6,0,0,SP,0
10949,60,1964,PhD,Divorced,"72,968.00",0,0,16/12/2013,8,1092,37,592,145,37,55," 1,958.00 ",56%,2%,30%,7%,2%,3%,1,5,8,13,3,1,0,SP,1
252,60,1964,PhD,Divorced,"41,003.00",0,0,17/03/2013,11,123,133,142,71,44,88, 601.00 ,20%,22%,24%,12%,7%,15%,1,6,8,14,6,0,0,SA,0
5552,60,1964,Master,Divorced,"48,721.00",1,1,13/05/2013,50,81,18,113,47,13,21, 293.00 ,28%,6%,39%,16%,4%,7%,6,4,5,9,6,0,0,SA,0
10524,60,1964,Master,Divorced,"49,476.00",0,1,20/06/2013,29,386,23,95,54,41,196, 795.00 ,49%,3%,12%,7%,5%,25%,4,2,5,7,2,0,0,CA,0
6168,60,1964,Graduation,Divorced,"45,146.00",1,1,15/07/2013,28,33,0,5,0,0,15, 53.00 ,62%,0%,9%,0%,0%,28%,2,1,2,3,4,0,0,IND,0
10955,59,1965,Graduation,Widow,"85,620.00",0,0,07/01/2014,68,416,46,925,60,107,46," 1,600.00 ",26%,3%,58%,4%,7%,3%,1,3,4,7,1,1,0,SP,0
8985,59,1965,2n Cycle,Together,"68,316.00",0,1,04/11/2012,54,806,80,161,120,11,33," 1,211.00 ",67%,7%,13%,10%,1%,3%,5,10,10,20,6,0,0,SP,0
8439,59,1965,Graduation,Together,"63,404.00",0,2,06/06/2014,97,734,26,70,11,44,17, 902.00 ,81%,3%,8%,1%,5%,2%,2,6,4,10,4,0,0,SP,1
8605,59,1965,PhD,Together,"46,910.00",1,1,23/03/2014,36,48,0,14,0,0,6, 68.00 ,71%,0%,21%,0%,0%,9%,2,2,3,5,6,0,0,SP,0
48,59,1965,Graduation,Together,"55,761.00",0,1,24/04/2014,97,136,1,12,0,3,32, 184.00 ,74%,1%,7%,0%,2%,17%,2,4,3,7,6,0,0,SP,1
8310,59,1965,Graduation,Together,"68,142.00",0,1,29/08/2012,96,897,126,196,91,112,37," 1,459.00 ",61%,9%,13%,6%,8%,3%,3,10,7,17,6,0,0,SP,0
7476,59,1965,Master,Single,"63,972.00",0,1,02/12/2012,93,928,63,254,0,12,12," 1,269.00 ",73%,5%,20%,0%,1%,1%,4,5,10,15,4,0,0,SA,1
4702,59,1965,Graduation,Single,"61,839.00",0,0,12/08/2012,20,1000,155,379,224,17,120," 1,895.00 ",53%,8%,20%,12%,1%,6%,1,4,4,8,8,0,0,SP,0
2661,59,1965,Graduation,Single,"18,701.00",1,1,04/06/2013,95,12,4,2,10,6,10, 44.00 ,27%,9%,5%,23%,14%,23%,4,2,4,6,5,0,0,SA,0
3130,59,1965,Graduation,Single,"18,701.00",1,1,04/06/2013,95,12,4,2,10,6,10, 44.00 ,27%,9%,5%,23%,14%,23%,4,2,4,6,5,0,0,SP,0
2942,59,1965,Graduation,Single,"45,906.00",0,1,07/05/2013,20,305,3,27,4,3,144, 486.00 ,63%,1%,6%,1%,1%,30%,2,5,4,9,5,0,0,SP,1
9426,59,1965,Master,Single,"58,308.00",0,1,12/01/2013,77,691,0,69,10,0,130, 900.00 ,77%,0%,8%,1%,0%,14%,4,2,3,5,8,0,0,SP,0
3406,59,1965,Graduation,Single,"45,989.00",0,1,22/10/2012,97,138,33,87,28,24,12, 322.00 ,43%,10%,27%,9%,7%,4%,4,3,7,10,3,0,0,SA,0
5626,59,1965,PhD,Single,"61,798.00",0,0,23/11/2013,13,338,4,89,11,8,13, 463.00 ,73%,1%,19%,2%,2%,3%,1,4,9,13,4,0,0,SP,0
